Financial Year,Name,Address Line 1,Address Line 2,Suburb,State,Postcode,Lodged on behalf of,Associated Party,Total Receipts,Total Payments,Total Debts,Discretionary Benefits,Capital Contributions
2007-2008,Australian Services Union - Victorian & Tasmanian Authorities & Services Branch,PO Box 37,,CARLTON SOUTH,VIC,3053,,,7950331,6961190,1598847,0,0
2007-2008,Australian Services Union NQ Clerical & Admin Branch,PO Box 135,,TOWNSVILLE,QLD,4810,,,271017,286899,64979,0,0
2007-2008,Australian Services Union of NSW & ACT (Services) Branch,PO Box 1865,,STRAWBERRY HILLS,NSW,2012,,,4032482,4010159,755887,0,0
2007-2008,Australian Services Union SA - NT Branch,PO Box 2217,,KENT TOWN,SA,5071,,,2704029,2820755,48215,0,0
2007-2008,Australian Services Union Victorian Private Sector Branch,PO Box 324,,NORTH MELBOURNE,VIC,3051,,,1926897,1788354,94313,0,0
2007-2008,Australian Workers Union - National Office,"L10, 377-383 Sussex Street",,SYDNEY,NSW,2000,,,5791074,5053047,890510,0,0
2007-2008,Australian Workers Union - TAS Branch,PO Box 129,,NORTH HOBART,TAS,7002,,,1086300,1004021,28843,0,0
2007-2008,Australian Workers Union SA Branch,GPO Box 2577,,ADELAIDE,SA,5001,,,2330950,2229925,0,0,0
2007-2008,Australian Workers Union WA Branch,PO Box 8122,Perth Business Centre,PERTH,WA,6849,,,2478960,2228403,196634,0,0
2007-2008,"Australian Workers Union, Greater NSW Branch",PO Box 20,,GRANVILLE,NSW,2142,,,5281676,4862057,237531,0,0
2007-2008,Automotive Food Metals Engineering Printing & Kindred Ind. Union,PO Box 160,,GRANVILLE,NSW,2142,,,50160948,49587049,2248462,0,0
2007-2008,AWU - Technical Admin Professional Staff & Gas Industry Br,Level 1 685 Spencer Street,,WEST MELBOURNE,VIC,3003,,,272638,353506,0,0,0
2007-2008,Bass 200 Club,PO Box 431,,WONTHAGGI,VIC,3995,,,10484,3061,0,0,0
2007-2008,Bayside Forum,55 Marne Street,,SOUTH YARRA,VIC,3141,,,194404,303145,0,0,0
2007-2008,BellCarroll Pty Ltd,PO Box 8089,,GRIFFITH,NSW,2680,,,1297802,1241342,0,0,0
2007-2008,Biggs & Sons Pty Ltd,48 Laura Street,,BANORA POINT,NSW,2486,,,0,240,0,0,0
2007-2008,Bjelke Petersen Foundation Trust,PO Box 5940,,WEST END,QLD,4101,,,0,0,0,0,0
2007-2008,Blair Mount Pastl Co,'Blairmount',,DELUNGRA,NSW,2403,,,115767,79757,0,0,0
2007-2008,Blind Workers Union of Victoria,106 Seymour Street,,SOLDIERS HILL,VIC,3350,,,8583,8602,0,0,117
2007-2008,Blue and White Committee,17 Barton Drive,,BARANDUDA,VIC,3691,,,241,2594,0,0,0
2007-2008,Browning Family Investment Trust,PO Box 39,,NARROMINE,NSW,2821,,,7173608,2824558,38963,0,120
2007-2008,Bulleen Supporters Group,PO Box 13,,BULLEEN,VIC,3105,,Liberal Party of Australia (Victorian Division),32800,71,0,0,0
2007-2008,Bunori Pty Limited,Locked Bag 2,,KINGS CROSS,NSW,1340,,,2030551,2052484,1795379,0,0
2007-2008,Canberra Labor Club Limited,PO Box 167,,Belconnen,ACT,2617,,,35307864,32539453,11152731,0,0
2007-2008,Carellan Pastoral Co,767 Barwick's Rd,,KELVIN,NSW,2380,,,98034,9500,0,0,110
2007-2008,Casey Business Briefing Club,133 Dorking Road,,BOX HILL NORTH,VIC,3129,,,43638,169079,0,0,0
2007-2008,CEC Australia (Services) Pty Ltd,PO Box 376,,COBURG,VIC,3058,,,1646259,1650082,1012576,0,0
2007-2008,CEPU - Electrical Division QLD & NT ,PO Box 3520,,SOUTH BRISBANE,QLD,4101,,,6080053,5753394,108114,0,0
2007-2008,CEPU (T&S) NSW Branch,PO Box A1135,,SYDNEY SOUTH,NSW,2000,,,796153,978453,338613,0,0
2007-2008,CEPU Communications Division - Tasmania Branch,105 New Town Road,,NEW TOWN,TAS,7008,,,346761,368937,0,0,0
2007-2008,CEPU Communications Division - WA,PO Box 8354,,PERTH BC,WA,6849,,,896483,1702310,0,0,0
2007-2008,CEPU Communications Division (CWU QLD Branch),PO Box 3203,,WEST END,QLD,4101,,,9020,5757,0,0,0
2007-2008,CEPU Communications Division SA/NT Branch,312 South Road,,RICHMOND,SA,5033,,,1083396,1028468,55984,0,14082
2007-2008,"CEPU Electrical, Energy & Services Division - SA","Level 1, 87 St Vincent Street",,PORT ADELAIDE,SA,5015,,,1927036,1342636,0,0,21965
2007-2008,CEPU Engineering & Electrical Division WA Branch,PO Box 689,,BALCATTA,WA,6914,,,0,58395,0,0,0
2007-2008,CEPU P & T Victorian Branch,PO Box 14,,BRUNSWICK WEST,VIC,3055,,,1778250,1569595,119566,0,27841
2007-2008,CEPU Plumbing Division - NSW (CEPU of Australia NSW Branch),"Shop 1, 111 McEvoy Street",,ALEXANDRIA,NSW,2015,,,754670,836199,620062,0,0
2007-2008,CEPU Plumbing Division Queensland Branch,PO Box 3596,,SOUTH BRISBANE,QLD,4101,,,1747765,1626896,53156,0,0
2007-2008,CEPU Plumbing Division Victoria,52 Victoria Street,,CARLTON SOUTH,VIC,3053,,,3522415,3682208,759132,0,0
2007-2008,CEPU T & S Victorian Branch,1/139 Queensberry St,,CARLTON SOUTH,VIC,3053,,,1033701,1020541,0,0,0
2007-2008,CFMEU - Construction & General Division (WA Branch),PO Box 8075,,PERTH BC,WA,6849,,,11783356,7116708,27430,0,0
2007-2008,CFMEU - Mining and Energy Division - Tas,PO Box 72,,GEORGE TOWN,TAS,7253,,,163407,156274,0,0,50000
2007-2008,CFMEU - Mining Division (Nth NSW District),PO Box 364,,CESSNOCK,NSW,2325,,,9094266,8800600,254533,0,0
2007-2008,CFMEU C & G Division (TAS),33A New Town Road,,NEW TOWN,TAS,7008,,,470308,514351,0,0,0
2007-2008,"CFMEU Construction and General Division, New South Wales Divisional Branch",Locked Bag 5015,,ALEXANDRIA,NSW,2015,,,16229342,16159756,0,0,0
2007-2008,CFMEU FFPD - VIC,148-152 Miller Street,,WEST MELBOURNE,VIC,3003,,,1089133,1448677,270370,0,0
2007-2008,CFMEU FFPD Division ,148-152 Miller Street,,WEST MELBOURNE,VIC,3003,,,2458188,2550273,219881,0,0
2007-2008,CFMEU FFPD Tasmania Branch,PO Box 1562,,LAUNCESTON,TAS,7250,,,270289,273755,111045,0,0
2007-2008,CFMEU Mining & Energy Division (Qld District Branch),PO Box 508,,SPRING HILL,QLD,4004,,,12117722,10897647,1999988,0,0
2007-2008,"CFMEU Mining & Energy Division, NSW Energy District",PO Box Q1641,QVB Post Office,SYDNEY,NSW,1230,,,649315,768761,31229,0,0
2007-2008,"CFMEU Pulp & Paper Br, Forestry & Furn. Prod. Div.- Millicent",PO Box 125,,MILLICENT,SA,5280,,,193657,625032,0,0,0
2007-2008,CFMMEU - Maritime Union of Australia Division,Level 2 ,365 - 375 Sussex Street,SYDNEY,NSW,2000,,,8958250,11524582,0,0,0
2007-2008,Chinese Liberals Association,PO Box 568,,CARNEGIE,VIC,3163,,Liberal Party of Australia (Victorian Division),43729,22681,0,0,0
2007-2008,Citizens Media Group Pty Ltd,PO Box 376,,COBURG,VIC,3058,,,143767,143886,297527,0,0
2007-2008,CLP Gifts & Legacies Pty Ltd,Post Office Box 48,95 Langton Road,HOWARD SPRINGS,NT,835,,,175000,248682,0,0,0
2007-2008,Coal Miners Industrial Union of Workers of WA Collie,75 Throssell Street,,COLLIE,WA,6225,,,374099,388492,16680,0,0
2007-2008,Communications Electrical Plumbing Union NSW P & T Branch,PO Box 250,,PARRAMATTA,NSW,2124,,,4394620,3258921,1029185,0,0
2007-2008,Community and Public Sector Union (PSU Group),Level 7 191-199 Thomas Street,,HAYMARKET,NSW,2000,,,23308498,21412849,1667032,0,0
2007-2008,Conomos Bros,PO Box 79,,WEE WAA,NSW,2388,,,110,0,0,0,0
2007-2008,Construction Forestry Maritime Mining & Energy Union The Construction & General Division ACT Divisional Branch,PO Box 498,,DICKSON,ACT,2602,,,2252819,2092899,587389,0,0
2007-2008,Construction Forestry Mining & Energy Union SA,Unit 2,191-195 Melbourne Street,NORTH ADELAIDE,SA,5006,,,1048429,1086981,169317,0,0
2007-2008,Cormack Foundation Pty Ltd,25 St James Park Drive,,BRIGHTON,VIC,3186,,,2978511,5888653,34904,0,0
2007-2008,Curlew Nominee Trust,PO Box 441,,KILLARA,NSW,2071,,,1143,1659,47548,0,0
2007-2008,Dame Pattie Menzies Liberal Foundation,Locked Bag 2,,Kings Cross,NSW,1340,,,1829,25496,0,0,0
2007-2008,DB Scott & Co,'Lancewood' New Forbes Road,,GRENFELL,NSW,2810,,,1408192,1014272,456203,0,0
2007-2008,Deakin Executive Forum,PO Box 3279,,The Pines,VIC,3109,,,30978,91226,0,0,0
2007-2008,Decorama Blinds Pty Ltd,290 Peel Street,,TAMWORTH,NSW,2340,,,120,0,0,0,0
2007-2008,Denyer Partnership,Oakleigh RMB 269 Mandamah Forest Road,,ARIAH PARK,NSW,2665,,,212961,309380,508151,0,0
2007-2008,Don Chipp Foundation Ltd,4 Marina Palms,Inner Harbour Drive,PATTERSON LAKES,VIC,3197,,,55000,55000,0,0,0
2007-2008,Donations Club,PO Box293,,NIDDRIE,VIC,3042,,,176300,175000,0,0,0
2007-2008,Doonkami Pastoral Company Pty Ltd,1024 Tucka Tucka Rd,,BOGGABILLA,NSW,2409,,,0,0,0,0,0
2007-2008,Dromgarriff Pastoral Co,RMB 716,,LOCKHART,NSW,2656,,,297224,287173,0,0,45
2007-2008,Dunkley Blue Ribbon Club,PO Box 696,,FRANKSTON,VIC,3199,,,42211,129630,0,0,0
2007-2008,E R Cheers & Sons,'Allambie',,GOOLGOWI,NSW,2652,,,0,0,0,0,0
2007-2008,Electrical Trades Union of Australia - Victoria Branch,PO Box 432,,NORTH MELBOURNE,VIC,3051,,,18701134,11977168,3485364,0,0
2007-2008,Electrical Trades Union of Australia NSW Branch,Level 5/370 Pitt Street,,SYDNEY,NSW,2000,,,8620717,6145914,132199,0,0
2007-2008,Electrical Trades Union of Employees Queensland,PO Box 3520,,SOUTH BRISBANE,QLD,4101,,,596300,483000,0,0,0
2007-2008,EMILY's List Australia,"Level 2, Queen Victoria Women's Centre",210 Lonsdale Street,MELBOURNE,VIC,3000,,,324871,300775,31439,0,0
2007-2008,Enterprise Club,PO Box 13,,NUNAWADING,VIC,3131,,,0,0,0,0,0
2007-2008,Eulie Pastoral Co,-,,HARDEN,NSW,2587,,,682919,642504,1030000,0,0
2007-2008,Fed. Ironworkers Assoc. of Aust (QLD Br) Union of Employees,GPO Box 88,,BRISBANE,QLD,4001,,,109213,54347,0,0,0
2007-2008,Finance Sector Union of Aust - QLD Branch,PO Box 3054,,SOUTH BRISBANE,QLD,4101,,,2457288,1438481,29206,0,0
2007-2008,Finance Sector Union of Aust - SA/NT Branch,Level 1,229 Greenhill Road,DULWICH,SA,5065,,,1275968,862190,3761,0,0
2007-2008,Finance Sector Union of Australia - NSW Branch,PO Box A2442,,SYDNEY SOUTH,NSW,1235,,,3491916,3491916,0,0,0
2007-2008,Forward Brisbane Leadership,PO Box 940,,SPRING HILL,QLD,4004,,,2299393,2750483,72020,0,0
2007-2008,Friends of Indi,33 Benelong Road,,CREMORNE,NSW,2090,,,0,1818,0,0,0
2007-2008,Gatenby Investment Fund,GPO Box 469,,HOBART,TAS,7001,,,438,0,0,0,0
2007-2008,Greater Eastern Network 200 Club,43 Hunter Road,,WANDIN NORTH,VIC,3139,,,19304,9214,0,0,0
2007-2008,Gruber (Yass) Pty Limited,PO Box 61,,YASS,NSW,2582,,,48478,32659,368524,0,0
2007-2008,Health & Community Services Union Vic No. 2 HSU,PO Box 206,,CARLTON SOUTH,VIC,3053,,,2750375,2576491,71494,0,31363
2007-2008,Health Services Union NSW,Level 2,109 Pitt Street,SYDNEY,NSW,2000,,,1051657,1140644,0,0,0
2007-2008,Health Services Union SA Branch,Suite 46,255 Drummond St,CARLTON,VIC,3053,,,555,0,0,0,0
2007-2008,Health Services Union Victoria No. 3 Branch,PO Box 5272,,SOUTH MELBOURNE,VIC,3205,,,1762137,1675595,0,0,0
2007-2008,Health Services Union Victoria No. 5 Branch,PO Box 5128,,SOUTH MELBOURNE,VIC,3205,,,0,0,0,0,0
2007-2008,Health Services Union Victorian Branch,PO Box 5128,,SOUTH MELBOURNE,VIC,3205,,,5644992,5475150,2079642,0,0
2007-2008,Higgins 200 Club,PO Box 8050,,ARMADALE,VIC,3143,,,709500,1637726,0,0,0
2007-2008,Higgins Foundation Ltd,5 Turnbull Ave,,TOORAK,VIC,3142,,,904886,2376,0,0,0
2007-2008,HSU East,Locked Bag 3,,AUSTRALIA SQUARE,NSW,1215,,,28911003,30349894,11690658,0,0
2007-2008,Indi Foundation Inc,2 Pick and Shovel Rise,,HARRIETVILLE,VIC,3741,,,300,8182,0,0,0
2007-2008,Industrial Staff Union,160 Clarence Street,,SYDNEY,NSW,2000,,,13076,4037,0,0,0
2007-2008,Inverell Power Farm Co,287 Byron St,,INVERELL,NSW,2360,,,4400385,4457621,612370,0,0
2007-2008,J H Relf,Rookhurst,,GLOUCESTER,NSW,2422,,,0,0,0,0,0
2007-2008,JJ & JV Robertson,3 Elcama Street,,DUBBO,NSW,2830,,,0,88,0,0,0
2007-2008,John Brown & Sons,PO Box 115,,COROWA,NSW,2646,,,60045,59261,0,0,0
2007-2008,John Curtin House Limited,PO Box 6222,,KINGSTON,ACT,2604,,,11843608,12514785,6356375,0,0
2007-2008,John McEwen House Pty Ltd,PO Box 3328,,MANUKA,ACT,2603,,,1072356,1021325,2550945,0,0
2007-2008,Jones-Darriwell Partners,Darriwell,Darriwell Road,TRUNDLE,NSW,2875,,,200,0,900000,0,0
2007-2008,Kaye Sutherland Memorial Bequest Fund,141 Gilles Street,,ADELAIDE,SA,5000,,,1,145,0,0,0
2007-2008,KH & EM Davis & Sons,1 Mill Street,,BLANDFORD,NSW,2338,,,0,0,0,0,0
2007-2008,Kooyong 200 Club,PO Box 1006,,CAMBERWELL,VIC,3124,,,52962,48920,0,0,0
2007-2008,Labor Campaign Pty Ltd,PO Box K408,,HAYMARKET,NSW,1240,,,676037,2401733,13670,0,0
2007-2008,Labor Holdings Pty Ltd,16 Peel St,,SOUTH BRISBANE,QLD,4101,,,35821725,35837708,14845061,0,0
2007-2008,Labour Movement Education Association Inc.,PO Box 324,,WEST PERTH,WA,6872,,,18225,16663,0,0,0
2007-2008,LHMU Union - Liquor & Hospitality Division (NSW Branch),PO Box 967,,PARRAMATTA,NSW,2150,,,2879316,3000511,0,0,20000
2007-2008,Libco Pty Ltd,PO Box 8167,,WOOLLOONGABBA,QLD,4102,,,61953,56231,30133,0,0
2007-2008,Liberal Asset Management (Custodians) Limited,Locked Bag 2,,KINGS CROSS,NSW,1340,,,7857,16970,31438,0,0
2007-2008,Liberal Building Foundation,PO Box 9008,,NORWOOD,TAS,7250,,,0,0,0,0,0
2007-2008,Liberal Club Limited,GPO Box 556,,TORRENSVILLE,SA,5031,,,148083,33251,331386,0,0
2007-2008,Liberal Properties Limited,Locked Bag 2,,KINGS CROSS,NSW,1340,,,17340,3954,7740,0,0
2007-2008,LNP Nominees Pty Ltd as Trustee for the 6 St Paul's Terrace Unit Trust,PO Box 940,,SPRING HILL,QLD,4004,,,88724,52079,0,0,0
2007-2008,LPPH Pty Ltd,PO Box 49,,WEST PERTH,WA,6872,,,74174,77316,543776,0,0
2007-2008,Mallen's Colac Hotel Pty Ltd,141 Gilles Street,,ADELAIDE,SA,5000,,,86207,51325,76925,0,0
2007-2008,Manga Singh & Sons,PO Box 72,,BANGALOW,NSW,2479,,,0,0,0,0,0
2007-2008,McBean & Son Pty Ltd,PO Box 97,,INVERELL,NSW,2360,,,0,0,0,0,0
2007-2008,McKell Foundation Inc,C/- P.Mansfield ,PO Box 173,SYDNEY,NSW,2001,,,0,0,0,0,0
2007-2008,Media Entertainment & Arts Alliance,PO Box 723,,STRAWBERRY HILLS,NSW,2012,,,13165082,13642398,2813472,0,0
2007-2008,Menzies 200 Club,PO Box 583,,DONCASTER,VIC,3108,,,57817,148188,0,0,0
2007-2008,Milpose Pastoral Company,Milpose,,GOONUMBLA,NSW,2870,,,728875,827548,835368,0,0
2007-2008,National Club Limited,Level 1,17 Innes Road,GREENWICH,NSW,2065,,,783856,794289,350508,0,0
2007-2008,National Union of Workers - General Branch,P.O. Box 343,,NORTH MELBOURNE,VIC,3008,,,568850,445567,47847,0,0
2007-2008,National Union of Workers - National Office,PO Box 343,,NORTH MELBOURNE,VIC,3051,,,4607459,5793059,1708478,0,0
2007-2008,National Union of Workers - NSW Branch,3-5 Bridge Street,,GRANVILLE,NSW,2142,,,5442322,5175950,1973787,0,0
2007-2008,National Union of Workers - Queensland Branch,1st Floor,17 Cribb St,MILTON,QLD,4064,,,1546504,1510046,432567,0,0
2007-2008,National Union of Workers - Victorian Branch,833 Bourke Street,,DOCKLANDS,VIC,3008,,,14548614,18958984,348057,0,0
2007-2008,National Union of Workers (Western Australia Branch),PO Box Y3436,St Georges Terrace,EAST PERTH,WA,6832,,,372358,370383,37698,0,0
2007-2008,National Union of Workers SA Branch,46 Greenhill Road,,WAYVILLE,SA,5034,,,1147662,1377866,0,0,15986
2007-2008,New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union,"Level 7, 321 Pitt Street",,SYDNEY,NSW,2000,,,11658565,10453402,245681,0,0
2007-2008,Newgrove Pastoral Co,87 Newgrove,Yass Valley Way,YASS,NSW,2582,,,0,0,0,0,0
2007-2008,North West 200 Club,PO Box 164,,Keilor East,VIC,3033,,,34320,40227,0,0,0
2007-2008,Northern Territory ALP Investment Trust,GPO Box 2026,,DARWIN,NT,801,,,39090,45507,107172,0,0
2007-2008,Nowley Pastoral Co,-,,BURREN JUNCTION,NSW,2386,,,1285032,1413423,4056711,0,0
2007-2008,NPA Nominees Pty Ltd,PO Box 5156,,WEST END,QLD,4101,,,0,0,0,0,0
2007-2008,NSW Labor Campaign Investment Pty Ltd,PO Box K408,,HAYMARKET,NSW,1240,,,2824124,2722075,1943508,0,0
2007-2008,"NSW Local Gov't Clerical, Admin, Energy, Airlines & Ut (Nat)",Level 7 ,321 Pitt Street,SYDNEY,NSW,2000,,,810463,603844,196107,0,0
2007-2008,NTN Services ,PO Box 55,,MOOROOKA,QLD,4105,,,849700,808000,14500,0,0
2007-2008,OUTER EASTERN Platinum Club,253 Dorset Rd,,Boronia,VIC,3155,,,56368,26656,0,0,0
2007-2008,Parakeelia Pty Ltd,PO Box 6004,,KINGSTON,ACT,2604,,,704706,692936,26974,0,0
2007-2008,Parliamentary Liberal Party Communication Committee (Victoria),321 Main St (PO Box 2000),,MORNINGTON,VIC,3931,,,30406,16137,0,0,0
2007-2008,Parraweena Pastoral Company,Blackville Road,,WILLOW TREE,NSW,2339,,,0,0,0,0,0
2007-2008,Perth Trades Hall Inc,PO Box 8117,,PERTH BUSINESS CENTRE,WA,6849,,,455504,307599,9105,0,0
2007-2008,Peter James & Robin Leahy,Spring Creek,820 Old Cootamundra Road,COOTAMUNDRA,NSW,2590,,,0,0,0,0,0
2007-2008,Petrie Brothers,Panorama,Scrub Road,TENTERFIELD,NSW,2372,,,1681840,86660,0,0,0
2007-2008,Progressive Business Association Inc,PO Box 4021,,FITZROY,VIC,3065,,,1609302,1514601,128061,0,0
2007-2008,Queensland Environmental Consumer Organisation Inc,PO Box 5763,,WEST END,QLD,4101,,,0,0,0,0,0
2007-2008,Queensland Nurses Union of Employees,GPO Box 1289,,BRISBANE,QLD,4001,,,13330455,13455376,863951,0,0
2007-2008,"Queensland Services, Industrial Union of Employees",PO Box 3347,,SOUTH BRISBANE,QLD,4101,,,1574430,1513491,1000,0,0
2007-2008,R M Carroll & Sons,'Olive Park',,GANMAIN,NSW,2702,,,0,0,0,0,0
2007-2008,S Johnstone and Son,35 Wood Road,,GRIFFITH,NSW,2680,,,274869,278000,213612,0,0
2007-2008,SA Progressive Business Incorporated,141 Gilles Street,,ADELAIDE,SA,5000,,,646828,276925,8905,0,0
2007-2008,Scoresby City Club,PO Box 2342,,MELBOURNE,VIC,3001,,Liberal Party of Australia (Victorian Division),30462,52663,0,0,0
2007-2008,Shields Partnership,Worago,,COROBIMILLA,NSW,2700,,,234641,194913,0,0,0
2007-2008,Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW,PO Box 2211,,DANGAR,NSW,2309,,,2413877,2194235,0,0,0
2007-2008,Shop Distributive & Allied Employees' Asn. NSW Deductions A/C Office,PO Box K230,,HAYMARKET,NSW,1240,,,17062806,14585762,815411,0,0
2007-2008,Shop Distributive & Allied Employees Association - Tasmanian Branch,72 York Street,,LAUNCESTON,TAS,7250,,,1476597,1482225,166919,0,0
2007-2008,Shop Distributive & Allied Employees Association - VIC Branch,65 Southbank Boulevard,,SOUTHBANK,VIC,3006,,,12520615,11271275,586610,0,0
2007-2008,Shop Distributive & Allied Employees' Association NSW Branch,PO Box K230,,HAYMARKET,NSW,1240,,,635138,326999,22897,0,0
2007-2008,Shop Distributive & Allied Employees' Association of Western Australia,"5th Floor, 25 Barrack Street",,PERTH,WA,6000,,,5420715,4500233,145347,0,0
2007-2008,Shop Distributive & Allied Employees Association South Australian Branch (Federal Body),1/69 Fullarton Road,,KENT TOWN,SA,5067,,Australian Labor Party (ALP),1608799,1358489,134872,0,0
2007-2008,Shop Distributive & Allied Employees Association South Australian Branch (State Body),1/69 Fullarton Road,,KENT TOWN,SA,5067,,Australian Labor Party (South Australian Branch),6081512,6379456,460667,0,0
2007-2008,Shop Distributive and Allied Employees Association (QLD Branch),PO Box 490,,SPRING HILL,QLD,4004,,,11819979,10262313,561441,0,0
2007-2008,"Shop, Distributive & Allied Employees' Association - National",Sixth Floor,53 Queen Street,MELBOURNE,VIC,3000,,,9159978,5857090,218701,0,0
2007-2008,Springvale Pastoral Company,Springvale,Turee Vale Road,COOLAH,NSW,2843,,,518443,593126,0,0,0
2007-2008,Supporters for Re-Electing Kotsiras,30 South Crescent,,NORTHCOTE,VIC,3070,,,0,0,0,0,0
2007-2008,T F Kerin Agricultural Co,Belmore,655 Greenbah Creek Road,YEOVAL,NSW,2868,,,2649,127,0,0,0
2007-2008,"Taree Lands Pty Ltd, ATF Taree Lands Pty Ltd Trust",C/O- PO Box 1020,,TAREE,NSW,2430,,,3514336,3531032,663333,0,0
2007-2008,Tattersalls Development Pty Ltd,Wakefield,,HILLSTON,NSW,2675,,,0,0,0,0,0
2007-2008,"Textile Clothing and Footwear Union of Aust - NSW, TAS, SA Br",Level 3,540 Elizabeth Street,MELBOURNE,VIC,3000,,,1372545,1627840,119398,0,0
2007-2008,"Textiles, Clothing & Footwear Union (Vic & Qld & WA) Branch",Level 3,540 Elizabeth St,MELBOURNE,VIC,3000,,,2406387,2185606,3755,0,0
2007-2008,The 500 Club (VIC),"L3, 104 Exhibition Street",,MELBOURNE,VIC,3000,,,456189,428957,0,0,0
2007-2008,The 500 Club (WA),PO Box Z5303,St Georges Terrace,PERTH,WA,6831,,,469085,493246,16628,0,0
2007-2008,The Australian Workers Union - Newcastle Central Coast & Northern Regions Branch,PO Box 226,,MAYFIELD,NSW,2304,,,2618175,2193461,88944,0,0
2007-2008,The Australian Workers' Union of Employees Queensland,GPO Box 88,,BRISBANE,QLD,4001,,,15703432,15416713,4380820,0,0
2007-2008,The Australian Workers' Union Victorian Branch,685 Spencer Street,,WEST MELBOURNE,VIC,3003,,,8245999,6789080,398725,0,0
2007-2008,The Breweries & Bottleyards Employees' Industrial Union of Workers of Western Australia,PO Box 1455,,CANNING VALE ,WA,6970,,,1145268,602485,0,0,306
2007-2008,The Chifley Research Centre Ltd,PO Box 6222,,KINGSTON,ACT,2604,,,233403,336018,515,0,0
2007-2008,The Food Preservers' Union of Western Australia Union of Workers,"5th Floor,",25 Barrack Street,PERTH,WA,6000,,,6533,17444,5099,0,0
2007-2008,The Free Enterprise Foundation,PO Box 292,,CANBERRA,ACT,2601,,,715217,714919,0,0,0
