"Financial Year","Name","Address Line 1","Address Line 2","Suburb","State","Postcode","Party Group","Total Receipts","Total Payments","Total Debts","Total Discretionary Benefits"
"2012-13","Australian Federation Party","53 Grand Ridge West","","MIRBOO NORTH","VIC","3871","","23946","28937","0","0"
"2012-13","Australian Fishing and Lifestyle Party","PO Box 12033","","EARLVILLE BC","QLD","4870","","27776","18080","0","0"
"2012-13","Australian Greens","PO BOX 1108","","CANBERRA","ACT","2601","The Greens","2714609","2765018","586843","0"
"2012-13","Australian Greens (South Australia)","7/291 Angas Street","","ADELAIDE","SA","5000","The Greens","238831","295572","12928","0"
"2012-13","Australian Greens, Australian Capital Territory Branch","GPO Box 2019","","CANBERRA CITY","ACT","2601","The Greens","409470","619016","54020","0"
"2012-13","Australian Greens, Northern Territory Branch","PO Box 421","","NIGHTCLIFF","NT","0814","The Greens","28517","59817","601","0"
"2012-13","Australian Greens, Tasmanian Branch","GPO Box 1132","","HOBART","TAS","7001","The Greens","488826","373833","69885","0"
"2012-13","Australian Greens, Victorian Branch","GPO Box 4589","","MELBOURNE","VIC","3001","The Greens","663607","1492655","500779","0"
"2012-13","Australian Labor Party (ACT Branch)","GPO Box 3065","","CANBERRA","ACT","2601","Australian Labor Party","865883","1542063","31447","0"
"2012-13","Australian Labor Party (ALP)","PO Box 6222","","KINGSTON","ACT","2604","Australian Labor Party","14495361","6475303","4619674","0"
"2012-13","Australian Labor Party (N.S.W. Branch)","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","9719315","8735545","3150320","0"
"2012-13","Australian Labor Party (Northern Territory) Branch","GPO Box 2026","","DARWIN","NT","0801","Australian Labor Party","1387810","1851496","75804","0"
"2012-13","Australian Labor Party (South Australian Branch)","141 Gilles Street","","ADELAIDE","SA","5000","Australian Labor Party","2150998","1633731","70366","0"
"2012-13","Australian Labor Party (State of Queensland)","PO Box 5032","","WEST END","QLD","4101","Australian Labor Party","10980891","10206877","61678","0"
"2012-13","Australian Labor Party (Tasmanian Branch)","GPO Box 1115","","HOBART","TAS","7001","Australian Labor Party","746331","567382","163306","0"
"2012-13","Australian Labor Party (Victorian Branch)","Locked Bag 3240","","MELBOURNE","VIC","3001","Australian Labor Party","9625631","8226066","83109","0"
"2012-13","Australian Labor Party (Western Australian Branch)","PO Box 8117","","PERTH BUSINESS CENTRE","WA","6849","Australian Labor Party","5819500","6090691","331234","0"
"2012-13","Australian Protectionist Party","PO Box 170","","DOVER","TAS","7117","","1653","110","0","0"
"2012-13","Australian Sex Party","PO Box 1131","","CARLTON","VIC","3053","","302099","284656","33084","0"
"2012-13","Australia's First Nations Political Party","PO Box 5079","","ALICE SPRINGS","NT","0871","","1475","725","0","0"
"2012-13","Building Australia Party","PO Box 7400","","BAULKHAM HILLS BC","NSW","2153","","13151","14353","16428","0"
"2012-13","Bullet Train For Australia","PO Box 6134","","O'CONNOR","ACT","2602","","150","20","8990","0"
"2012-13","Carers Alliance","PO Box 133","","DRUMMOYNE","NSW","1470","","2500","120","0","0"
"2012-13","Christian Democratic Party (Fred Nile Group)","PO Box 8456","","PARRAMATTA","NSW","2150","Christian Democratic Party (Fred Nile Group)","760588","506190","28749","0"
"2012-13","Country Labor Party","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","56072","49009","0","0"
"2012-13","Country Liberal Party (NT)","PO Box 4194","","DARWIN","NT","0801","","1873684","1953041","150000","0"
"2012-13","Democratic Labor Party (DLP) of Australia SA Branch","PO Box 373","","GLENELG","SA","5045","Democratic Labor Party","885","127","0","0"
"2012-13","Democratic Labour Party","PO Box 678","","CIVIC SQUARE","ACT","2608","Democratic Labor Party","0","0","0","0"
"2012-13","Democratic Labour Party - Queensland Branch","PO Box 3086","","CHERMSIDE WEST","QLD","4032","Democratic Labor Party","3144","1951","0","0"
"2012-13","Democratic Labour Party - Victorian Branch","GPO Box 1402","","MELBOURNE","VIC","3001","Democratic Labor Party","36754","17183","28409","0"
"2012-13","Democratic Labour Party - WA Branch","PO Box 1119","","WILLAGEE","WA","6156","Democratic Labor Party","5475","5250","0","0"
"2012-13","Democratic Labour Party NSW Branch","70 Liverpool Road","","BURWOOD  HEIGHTS","NSW","2136","Democratic Labor Party","11505","11184","0","0"
"2012-13","Family First Party","PO Box 145","","HIGHBURY","SA","5089","Family First","407947","323043","1470775","0"
"2012-13","Family First Party - QLD","11 Myal Ct","","MANGO HILL","QLD","4509","Family First","115022","91062","701","0"
"2012-13","Family First Party - SA","PO Box 44","","CAMPBELLTOWN","SA","5074","Family First","71960","14993","0","0"
"2012-13","Family First Party - VIC","Level 1, Suite 1","441 Canterbury Road","SURREY HILLS","VIC","3127","Family First","70790","100050","70000","0"
"2012-13","Freedom and Prosperity Party","PO Box 721","","MOUNT GAMBIER","SA","5290","","2336","13321","0","0"
"2012-13","Help End Marijuana Prohibition (HEMP) Party","PO Box 20177","","NIMBIN","NSW","2480","","13115","12568","0","0"
"2012-13","Katter's Australian Party (KAP)","PO Box 1022","","TOWNSVILLE","QLD","4810","","1482421","1510999","7862","0"
"2012-13","Liberal Democratic Party","Level 1","203-205 Blackburn Road","MOUNT WAVERLEY","VIC","3149","","31295","16739","0","0"
"2012-13","Liberal National Party of Queensland","PO Box 940","","SPRING HILL","QLD","4004","Liberal","16976785","13796643","316245","0"
"2012-13","Liberal Party (W.A. Division) Inc","PO Box 49","","WEST PERTH","WA","6872","Liberal","11392486","11647110","305891","0"
"2012-13","Liberal Party of Australia","PO Box 6004","","KINGSTON","ACT","2604","Liberal","11427398","10252120","4789414","0"
"2012-13","Liberal Party of Australia - ACT Division","PO Box 66","","DEAKIN WEST","ACT","2600","Liberal","1072068","953801","343093","0"
"2012-13","Liberal Party of Australia - Tasmanian Division","GPO Box 469","","HOBART","TAS","7001","Liberal","1593072","1355150","120020","0"
"2012-13","Liberal Party of Australia (S.A. Division)","GPO Box 20","","ADELAIDE","SA","5001","Liberal","3964517","2267999","132146","0"
"2012-13","Liberal Party of Australia (Victorian Division)","Level 12, 257 Collins Street","","MELBOURNE","VIC","3000","Liberal","12594517","9495676","3230995","0"
"2012-13","Liberal Party of Australia, NSW Division","Locked Bag 2","","KINGS CROSS","NSW","1340","Liberal","14111246","12829373","3633138","0"
"2012-13","Mutual Party","PO Box 234","","WILLIAMS","WA","6391","","381","11","0","0"
"2012-13","National Party of Australia","PO Box 6190","","KINGSTON","ACT","2604","The Nationals","2145920","1615937","229368","0"
"2012-13","National Party of Australia - N.S.W.","GPO Box 4558","","SYDNEY","NSW","2001","The Nationals","3673818","3356231","1133482","0"
"2012-13","National Party of Australia - Victoria","Suite 908, Level 9","343 Little Collins Street","MELBOURNE","VIC","3000","The Nationals","885491","862284","25585","0"
"2012-13","National Party of Australia (S.A.) Inc.","5 Maple Court","","OAKBANK","SA","5243","The Nationals","37092","24810","0","0"
"2012-13","National Party of Australia (WA) Inc","PO Box 1418","","WEST PERTH","WA","6872","The Nationals","1533867","1747028","52674","0"
"2012-13","Non-Custodial Parents Party (Equal Parenting)","PO Box 97","","DOUGLAS PARK","NSW","2569","","3240","0","0","0"
"2012-13","Online Direct Democracy - (Empowering the People!)","70 Carrington Pde","","CURL CURL","NSW","2096","","5969","1249","93083","0"
"2012-13","Pauline Hanson's One Nation","PO Box 136","","PINKENBA","QLD","4008","One Nation","36822","26172","0","0"
"2012-13","Pirate Party Australia","PO Box 385","","FIGTREE","NSW","2525","","8392","589","0","0"
"2012-13","Queensland Greens","PO Box 2335","","MILTON","QLD","4064","The Greens","944312","828814","50685","0"
"2012-13","Rise Up Australia Party","PO Box 137","","HALLAM","VIC","3803","","253821","145434","10902","0"
"2012-13","Secular Party of Australia","PO Box 6004","","MELBOURNE","VIC","8008","","44731","5888","0","0"
"2012-13","Shooters, Fishers and Farmers Party","PO Box 515","","ASHFIELD","NSW","1800","","176489","80135","0","0"
"2012-13","Socialist Alliance","PO Box 114","","BROADWAY","NSW","2007","","60848","48467","210","0"
"2012-13","Socialist Equality Party","PO BOX 574","","STRAWBERRY HILLS","NSW","2012","","288492","283723","0","0"
"2012-13","Sustainable Australia Party - Stop Overdevelopment / Corruption","PO Box 575","","CROWS NEST","NSW","1585","","178886","168851","2227","0"
"2012-13","The Greens (WA) Inc","91/215 Stirling Street","","PERTH","WA","6000","The Greens","1305589","1239943","343638","0"
"2012-13","The Greens NSW","PO Box 48","","BROADWAY","NSW","2007","The Greens","1338509","1647837","332848","0"
"2012-13","Uniting Australia Party","11B Dane Court","","SHAILER PARK","QLD","4128","","8876","8876","0","0"
"2011-12","Animal Justice Party","PO Box Q1688","","QUEEN VICTORIA BUILDING","NSW","1230","","17164","10179","0","0"
"2011-12","Australia First Party (NSW) Incorporated","PO Box 593","","ROCKDALE","NSW","2216","","27075","16161","0","0"
"2011-12","Australian Christians","PO Box 1077","","OSBORNE PARK","WA","6916","","122064","142127","19282","0"
"2011-12","Australian Citizens Party","PO Box 376","","COBURG","VIC","3058","","2009721","1946705","751852","0"
"2011-12","Australian Democrats","PO Box 573","","GOODWOOD","SA","5034","Democrats","56503","58494","27003","0"
"2011-12","Australian Federation Party","53 Grand Ridge West","","MIRBOO NORTH","VIC","3871","","21493","29204","0","0"
"2011-12","Australian Fishing and Lifestyle Party","PO Box 12033","","EARLVILLE BC","QLD","4870","","1267","2560","0","0"
"2011-12","Australian Greens","PO BOX 1108","","CANBERRA","ACT","2601","The Greens","1620415","1550127","267531","0"
"2011-12","Australian Greens (South Australia)","7/291 Angas Street","","ADELAIDE","SA","5000","The Greens","140933","208981","3496","0"
"2011-12","Australian Greens, Australian Capital Territory Branch","GPO Box 2019","","CANBERRA CITY","ACT","2601","The Greens","203996","199664","5305","0"
"2011-12","Australian Greens, Northern Territory Branch","PO Box 421","","NIGHTCLIFF","NT","0814","The Greens","89460","69375","0","0"
"2011-12","Australian Greens, Tasmanian Branch","GPO Box 1132","","HOBART","TAS","7001","The Greens","421389","446041","33872","0"
"2011-12","Australian Greens, Victorian Branch","GPO Box 4589","","MELBOURNE","VIC","3001","The Greens","638743","887315","31160","0"
"2011-12","Australian Labor Party (ACT Branch)","GPO Box 3065","","CANBERRA","ACT","2601","Australian Labor Party","2123155","874173","82304","0"
"2011-12","Australian Labor Party (ALP)","PO Box 6222","","KINGSTON","ACT","2604","Australian Labor Party","10814647","8184005","1431231","0"
"2011-12","Australian Labor Party (N.S.W. Branch)","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","15092616","14334971","4651185","0"
"2011-12","Australian Labor Party (Northern Territory) Branch","GPO Box 2026","","DARWIN","NT","0801","Australian Labor Party","871641","586072","67967","0"
"2011-12","Australian Labor Party (South Australian Branch)","141 Gilles Street","","ADELAIDE","SA","5000","Australian Labor Party","1807942","1268854","33252","0"
"2011-12","Australian Labor Party (State of Queensland)","PO Box 5032","","WEST END","QLD","4101","Australian Labor Party","16554786","17716219","4573278","0"
"2011-12","Australian Labor Party (Tasmanian Branch)","GPO Box 1115","","HOBART","TAS","7001","Australian Labor Party","621657","523053","32297","0"
"2011-12","Australian Labor Party (Victorian Branch)","Locked Bag 3240","","MELBOURNE","VIC","3001","Australian Labor Party","4216248","3365122","709002","0"
"2011-12","Australian Labor Party (Western Australian Branch)","PO Box 8117","","PERTH BUSINESS CENTRE","WA","6849","Australian Labor Party","1854023","1686247","364414","0"
"2011-12","Australian Protectionist Party","PO Box 170","","DOVER","TAS","7117","","6448","4592","0","0"
"2011-12","Australian Sex Party","PO Box 1131","","CARLTON","VIC","3053","","83166","75469","961","0"
"2011-12","Australia's First Nations Political Party","PO Box 5079","","ALICE SPRINGS","NT","0871","","535","120","0","0"
"2011-12","Building Australia Party","PO Box 7400","","BAULKHAM HILLS BC","NSW","2153","","4715","9009","16703","0"
"2011-12","Christian Democratic Party (Fred Nile Group)","PO Box 8456","","PARRAMATTA","NSW","2150","Christian Democratic Party (Fred Nile Group)","803691","452733","19393","0"
"2011-12","Christian Democratic Party (Fred Nile Group) WA Branch","PO Box 237","","THORNLIE","WA","6888","Christian Democratic Party (Fred Nile Group)","70172","84229","0","0"
"2011-12","Country Labor Party","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","495730","504086","0","0"
"2011-12","Country Liberal Party (NT)","PO Box 4194","","DARWIN","NT","0801","","632772","396379","233113","0"
"2011-12","Democratic Labor Party (DLP) of Australia SA Branch","PO Box 373","","GLENELG","SA","5045","Democratic Labor Party","1875","2870","0","0"
"2011-12","Democratic Labour Party","PO Box 678","","CIVIC SQUARE","ACT","2608","Democratic Labor Party","0","0","0","0"
"2011-12","Democratic Labour Party - Queensland Branch","PO Box 3086","","CHERMSIDE WEST","QLD","4032","Democratic Labor Party","2354","2260","0","0"
"2011-12","Democratic Labour Party - Victorian Branch","GPO Box 1402","","MELBOURNE","VIC","3001","Democratic Labor Party","17877","18893","24000","0"
"2011-12","Democratic Labour Party - WA Branch","PO Box 1119","","WILLAGEE","WA","6156","Democratic Labor Party","1158","601","4714","0"
"2011-12","Democratic Labour Party NSW Branch","70 Liverpool Road","","BURWOOD  HEIGHTS","NSW","2136","Democratic Labor Party","14549","7047","0","0"
"2011-12","Family First Party","PO Box 145","","HIGHBURY","SA","5089","Family First","194325","105085","1089442","0"
"2011-12","Family First Party - QLD","11 Myal Ct","","MANGO HILL","QLD","4509","Family First","70536","57734","72221","0"
"2011-12","Family First Party - SA","PO Box 44","","CAMPBELLTOWN","SA","5074","Family First","17584","22645","6000","0"
"2011-12","Family First Party - VIC","Level 1, Suite 1","441 Canterbury Road","SURREY HILLS","VIC","3127","Family First","3043","5875","11960","0"
"2011-12","Freedom and Prosperity Party","PO Box 721","","MOUNT GAMBIER","SA","5290","","61790","49548","0","0"
"2011-12","Help End Marijuana Prohibition (HEMP) Party","PO Box 20177","","NIMBIN","NSW","2480","","0","0","0","0"
"2011-12","Katter's Australian Party (KAP)","PO Box 1022","","TOWNSVILLE","QLD","4810","","2342143","2400373","938403","0"
"2011-12","Liberal Democratic Party","Level 1","203-205 Blackburn Road","MOUNT WAVERLEY","VIC","3149","","7064","6366","0","0"
"2011-12","Liberal National Party of Queensland","PO Box 940","","SPRING HILL","QLD","4004","Liberal","17640136","12176913","4160715","0"
"2011-12","Liberal Party (W.A. Division) Inc","PO Box 49","","WEST PERTH","WA","6872","Liberal","3892079","2728582","100082","0"
"2011-12","Liberal Party of Australia","PO Box 6004","","KINGSTON","ACT","2604","Liberal","6594552","6294036","4592730","0"
"2011-12","Liberal Party of Australia - ACT Division","PO Box 66","","DEAKIN WEST","ACT","2600","Liberal","646041","532436","147714","0"
"2011-12","Liberal Party of Australia - Tasmanian Division","GPO Box 469","","HOBART","TAS","7001","Liberal","1039162","1108022","68089","0"
"2011-12","Liberal Party of Australia (S.A. Division)","GPO Box 20","","ADELAIDE","SA","5001","Liberal","2300071","1501982","102160","0"
